region	site	depth	presence
R25	R25_25	1.49530796296895	0
R25	R25_26	0.715088546648622	1
R25	R25_27	2.20740152392536	1
R25	R25_28	2.21752573028207	1
R25	R25_29	2.46960324328393	1
R25	R25_30	0.343890162743628	0
R25	R25_31	1.58506000526249	0
R25	R25_32	1.79136104770005	1
R25	R25_33	0.456612234003842	0
R26	R26_1	0.508234454505146	1
R26	R26_2	2.31202423367649	1
R26	R26_3	0.928752300329506	0
R26	R26_4	0.304262102022767	0
R26	R26_5	1.00676273237914	1
R26	R26_6	1.40402444694191	1
R26	R26_7	1.9888262225315	1
R26	R26_8	0.868752466514707	1
R26	R26_9	2.11129244398326	1
R26	R26_10	2.496329164505	1
R26	R26_11	0.612263181805611	0
R26	R26_12	1.14951157923788	1
R26	R26_13	1.00895199105144	1
R26	R26_14	2.41738410051912	1
R26	R26_15	1.6386796053499	1
R26	R26_16	2.03472480122	1
R26	R26_17	2.3057492531836	1
R26	R26_18	0.240693875215948	0
R26	R26_19	1.24634285345674	0
R26	R26_20	1.77251869197935	1
R26	R26_21	0.207211622595787	0
R26	R26_22	1.91645036060363	0
R26	R26_23	1.52001693956554	1
R26	R26_24	1.32433711122721	0
R26	R26_25	1.18624423947185	1
R26	R26_26	0.161156718619168	0
R26	R26_27	2.40842466242611	1
R26	R26_28	2.47030585519969	0
R26	R26_29	1.62246293947101	1
R26	R26_30	1.12129923254251	1
R26	R26_31	0.739902172423899	0
R26	R26_32	0.293366771191359	0
R26	R26_33	0.892339752241969	0
R27	R27_1	2.30411056596786	1
R27	R27_2	0.368893896788359	0
R27	R27_3	0.711942744627595	0
R27	R27_4	0.547897767834365	0
R27	R27_5	1.88930445518345	1
R27	R27_6	2.33912507742643	1
R27	R27_7	1.28730854522437	1
R27	R27_8	1.64798483494669	0
R27	R27_9	0.521926208399236	0
R27	R27_10	1.54718715082854	1
R27	R27_11	2.23061839826405	1
R27	R27_12	1.27650257050991	1
R27	R27_13	0.144120574183762	0
R27	R27_14	0.530537901446223	0
R27	R27_15	0.818538732081652	0
R27	R27_16	0.764713746868074	0
R27	R27_17	0.247862618602812	1
R27	R27_18	0.952771234512329	0
R27	R27_19	1.4848906096071	1
R27	R27_20	1.38407574035227	1
R27	R27_21	1.55025479272008	1
R27	R27_22	1.26675754804164	1
R27	R27_23	0.415903763286769	0
R27	R27_24	2.41496811695397	1
R27	R27_25	1.88190778326243	1
R27	R27_26	0.980414523184299	0
R27	R27_27	0.461980707757175	0
R27	R27_28	0.644655215926468	0
R27	R27_29	1.8882803414017	1
R27	R27_30	0.221421706676483	0
R27	R27_31	1.52558391243219	0
R27	R27_32	0.467801556177437	1
R27	R27_33	1.93067374005914	1
R27	R27_34	2.4886745557189	0
R27	R27_35	0.517595465667546	1
R27	R27_36	1.58591397423297	1
R27	R27_37	1.39115961752832	1
R27	R27_38	2.06381982937455	0
R28	R28_1	1.1362645406276	0
R28	R28_2	0.685301888547838	1
R28	R28_3	0.119554487243295	1
R28	R28_4	1.11065474413335	0
R28	R28_5	1.98869657907635	0
R28	R28_6	1.52942109461874	1
R28	R28_7	2.46391134094447	0
R28	R28_8	1.36730429418385	1
R28	R28_9	1.35586820263416	0
R28	R28_10	1.98746753167361	0
R28	R28_11	0.310533782280982	1
R28	R28_12	0.714668753556907	0
R28	R28_13	0.955849888548255	0
R28	R28_14	0.697733099199831	0
R28	R28_15	0.520044370554388	1
R28	R28_16	1.47501299381256	0
R28	R28_17	1.26014355588704	0
R28	R28_18	2.04387752600014	0
R28	R28_19	1.90123656149954	0
R28	R28_20	0.933865114301443	1
R28	R28_21	2.03649876229465	0
R28	R28_22	0.704234147444367	0
R28	R28_23	1.52311252951622	0
R28	R28_24	0.474917760118842	0
R28	R28_25	0.52038316372782	1
R28	R28_26	0.643305522203445	0
R28	R28_27	2.00071180481464	0
R28	R28_28	1.03210355136544	0
R28	R28_29	2.28693287800998	1
R29	R29_1	2.4675530012697	1
R29	R29_2	1.91846157982945	0
R29	R29_3	0.26385997813195	0
R29	R29_4	2.0458335487172	1
R29	R29_5	0.394891376979649	0
R29	R29_6	1.08380406554788	0
R29	R29_7	2.32610474862158	1
R29	R29_8	1.43009977433831	0
R29	R29_9	0.134239874407649	0
R29	R29_10	2.42167667485774	1
R29	R29_11	1.94815727807581	1
R29	R29_12	0.29188579171896	0
R29	R29_13	0.97700763605535	0
R29	R29_14	1.25302370861173	1
R29	R29_15	1.72182566076517	0
R29	R29_16	1.9874734017998	1
R29	R29_17	2.04413933753967	0
R29	R29_18	0.288826008699834	0
R29	R29_19	0.505394658446312	0
R29	R29_20	0.18815870564431	0
R29	R29_21	0.676341541297734	0
R29	R29_22	2.2892684366554	1
R29	R29_23	0.103272351436317	0
R29	R29_24	0.645521075464785	0
R29	R29_25	0.503831036202609	0
R29	R29_26	0.459430035948753	0
R29	R29_27	1.65543318688869	0
R29	R29_28	1.26537411827594	0
R29	R29_29	1.76378636658192	1
R30	R30_1	1.41562603916973	0
R30	R30_2	2.12930554840714	0
R30	R30_3	1.00486979186535	0
R30	R30_4	0.498504828475416	0
R30	R30_5	0.554195268824696	1
R30	R30_6	2.15648275855929	0
R30	R30_7	0.9100077630952	0
R30	R30_8	1.96006776411086	1
R30	R30_9	0.265768484957516	0
R30	R30_10	0.678278237581253	0
R30	R30_11	0.68272441085428	0
R30	R30_12	1.02907117381692	1
R30	R30_13	2.19233205057681	0
R30	R30_14	2.42127291634679	0
R30	R30_15	2.18059905022383	1
R30	R30_16	1.15051672365516	0
R30	R30_17	0.560650701075792	0
R30	R30_18	0.29750657081604	0
R30	R30_19	1.50028393007815	0
R30	R30_20	0.2688675891608	1
R30	R30_21	1.36639037393034	0
R30	R30_22	1.23349188491702	0
R30	R30_23	0.215659289620817	0
R30	R30_24	1.52689793836325	1
R30	R30_25	1.99905091617256	1
R30	R30_26	1.53728484082967	0
R31	R31_1	1.981060221605	1
R31	R31_2	0.397245308756828	0
R31	R31_3	1.9656200138852	0
R31	R31_4	0.967237774655223	1
R31	R31_5	1.57823202591389	0
R31	R31_6	2.30090255010873	1
R31	R31_7	0.352528239786625	0
R31	R31_8	1.81730990558863	0
R31	R31_9	0.475279733166099	0
R31	R31_10	0.727781730890274	1
R31	R31_11	1.95709928236902	0
R31	R31_12	1.52742176931351	1
R31	R31_13	0.328904120065272	1
R31	R31_14	0.480323041044176	1
R31	R31_15	1.78261771574616	0
R31	R31_16	0.746038543060422	0
R31	R31_17	0.81239215284586	1
R31	R31_18	1.45039670150727	1
R31	R31_19	0.928423629701137	1
R31	R31_20	2.49127194602042	0
R31	R31_21	0.615735107474029	0
R31	R31_22	1.51779327429831	1
R31	R31_23	1.08157851379365	0
R31	R31_24	1.39582942612469	0
R31	R31_25	2.04353650603443	1
R31	R31_26	0.125567543879151	0
R31	R31_27	1.71997493486851	1
R31	R31_28	2.21243572961539	0
R31	R31_29	1.07941303793341	0
R31	R31_30	2.24572512302548	1
R31	R31_31	2.03884315323085	0
R31	R31_32	0.22544421441853	1
R31	R31_33	2.38273472655565	1
R31	R31_34	1.29745684396476	1
R32	R32_1	2.39553776178509	0
R32	R32_2	2.10975962132215	0
R32	R32_3	0.931966316513717	0
R32	R32_4	2.12100746035576	0
R32	R32_5	0.124312438815832	0
R32	R32_6	0.614900617487729	0
R32	R32_7	2.29296395014971	1
R32	R32_8	0.216772828251123	1
R32	R32_9	2.19095426630229	0
R32	R32_10	1.67389121446759	0
R32	R32_11	0.626492507942021	0
R32	R32_12	0.122649144008756	0
R32	R32_13	0.290114788897336	0
R32	R32_14	1.94188204389065	0
R32	R32_15	0.179890854470432	0
R32	R32_16	1.9598849542439	0
R32	R32_17	1.04550311211497	0
R32	R32_18	1.98356142062694	0
R32	R32_19	0.179997509717941	0
R32	R32_20	0.978763787262142	0
R32	R32_21	0.598452255688608	0
R32	R32_22	2.41819009035826	0
R32	R32_23	1.45591841768473	0
R32	R32_24	1.15867828447372	0
R32	R32_25	2.02928347978741	0
R32	R32_26	0.497519866004586	0
R32	R32_27	0.594684549421072	1
R32	R32_28	0.936608026176691	0
R32	R32_29	1.18195577841252	0
R32	R32_30	0.347624158672988	0
R32	R32_31	1.54148430842906	0
R32	R32_32	0.341386978887022	1
R32	R32_33	2.39724666196853	0
R32	R32_34	1.49433865454048	0
R32	R32_35	0.505346512235701	0
R32	R32_36	1.34457071982324	0
R32	R32_37	0.230374815315008	0
R32	R32_38	0.536499106511474	0
R33	R33_1	0.631971373036504	0
R33	R33_2	1.75665322616696	0
R33	R33_3	1.6570531019941	0
R33	R33_4	0.319468461349606	0
R33	R33_5	1.5293670034036	0
R33	R33_6	2.36650777105242	0
R33	R33_7	0.408778367191553	0
R33	R33_8	1.35928453337401	0
R33	R33_9	2.33650169931352	0
R33	R33_10	1.16075695902109	0
R33	R33_11	1.06473187189549	1
R33	R33_12	0.977254000864923	0
R33	R33_13	1.47479194570333	0
R33	R33_14	0.354801762290299	0
R33	R33_15	1.67731319684535	0
R33	R33_16	2.02114997878671	0
R33	R33_17	0.484194733761251	0
R33	R33_18	1.29795953519642	0
R33	R33_19	0.433277854882181	0
R33	R33_20	1.75263570453972	1
R33	R33_21	1.25354062337428	0
R33	R33_22	0.598750899545848	0
R33	R33_23	1.82253120541573	0
R33	R33_24	0.900210571102798	0
R33	R33_25	1.37062572166324	0
R33	R33_26	1.52439699694514	0
R33	R33_27	1.9237336287275	0
R33	R33_28	0.195270182751119	0
R33	R33_29	1.61483188550919	0
R33	R33_30	0.508839532919228	0
R33	R33_31	1.79741580598056	1
R33	R33_32	0.735333459079266	1
R33	R33_33	0.29277386944741	0
R34	R34_1	0.294669169187546	0
R34	R34_2	2.00727172140032	1
R34	R34_3	1.4712333522737	0
R34	R34_4	2.42543105725199	1
R34	R34_5	2.20184504520148	1
R34	R34_6	1.79404758401215	0
R34	R34_7	0.376851226389408	0
R34	R34_8	0.486381633765996	0
R34	R34_9	0.904370402917266	0
R34	R34_10	2.47266204506159	1
R34	R34_11	2.29378946200013	1
R34	R34_12	1.38423323240131	1
R34	R34_13	0.69254486206919	0
R34	R34_14	2.31363236326724	1
R34	R34_15	1.90837508086115	1
R34	R34_16	2.2684175522998	1
R34	R34_17	1.66371557451785	1
R34	R34_18	0.149869990348816	0
R34	R34_19	0.330109666287899	0
R34	R34_20	2.37900871410966	1
R34	R34_21	2.23162381257862	1
R34	R34_22	1.194961579144	0
R34	R34_23	1.98818526621908	1
R34	R34_24	0.582464216277003	0
R34	R34_25	0.850487681478262	0
R34	R34_26	1.37142834253609	0
R34	R34_27	0.539198649302125	0
R34	R34_28	1.37777353879064	0
R34	R34_29	0.935472605749965	0
R34	R34_30	1.32459558844566	1
R34	R34_31	2.00126964729279	1
R34	R34_32	1.15890532284975	1
R34	R34_33	0.787101385556161	0
R34	R34_34	2.34054477456957	1
R34	R34_35	0.173082555271685	0
R34	R34_36	2.13756544180214	1
R35	R35_1	0.839271756820381	0
R35	R35_2	2.40208704285324	1
R35	R35_3	1.75664524659514	0
R35	R35_4	2.225774827227	1
R35	R35_5	2.34605233483016	0
R35	R35_6	1.88579176384956	0
R35	R35_7	2.11227077636868	1
R35	R35_8	2.01845628041774	1
R35	R35_9	2.24473670162261	1
R35	R35_10	2.0947288069874	1
R35	R35_11	0.989800243079662	0
R35	R35_12	2.19275143798441	1
R35	R35_13	2.02182783279568	1
R35	R35_14	0.525482904724777	0
R35	R35_15	0.491866462863982	0
R35	R35_16	2.36677385289222	1
R35	R35_17	1.16713024359196	0
R35	R35_18	0.288142216391861	0
R35	R35_19	2.46537189818919	1
R35	R35_20	0.138011724129319	0
R35	R35_21	1.28771801684052	0
R35	R35_22	1.12390298638493	1
R35	R35_23	1.01215704083443	1
R35	R35_24	1.86866651978344	1
R35	R35_25	0.770892045460641	0
R35	R35_26	1.6750812927261	1
R35	R35_27	1.97134264651686	0
R35	R35_28	1.83292601369321	0
R35	R35_29	2.4577745065093	1
R35	R35_30	1.40397452097386	1
R35	R35_31	1.68373081274331	0
R35	R35_32	0.760094467177987	0
R35	R35_33	1.05266589932144	0
R35	R35_34	1.44204298891127	0
R35	R35_35	2.45428070910275	1
R35	R35_36	2.4159202625975	1
R35	R35_37	0.623295684158802	0
R35	R35_38	1.04361008722335	1
R35	R35_39	2.19060276113451	1
R36	R36_1	1.48647881988436	1
R36	R36_2	1.45801420249045	1
R36	R36_3	0.981221214309335	0
R36	R36_4	1.43661210294813	1
R36	R36_5	2.25301640760154	1
R36	R36_6	0.753353457339108	1
R36	R36_7	2.08319959696382	1
R36	R36_8	1.72238959018141	0
R36	R36_9	2.25848058201373	1
R36	R36_10	0.811983552388847	1
R36	R36_11	1.02511460036039	1
R36	R36_12	2.27283922471106	1
R36	R36_13	1.97482338547707	1
R36	R36_14	1.4021222025156	1
R36	R36_15	1.57907244637609	1
R36	R36_16	2.32176667843014	1
R36	R36_17	0.826020245067775	1
R36	R36_18	0.971764513105154	1
R36	R36_19	2.40534628052264	0
R36	R36_20	1.10698308497667	1
R36	R36_21	1.45417480748147	1
R36	R36_22	2.02114319950342	1
R36	R36_23	1.24766790103167	1
R36	R36_24	2.19199247844517	1
R36	R36_25	1.78380981907248	1
R37	R37_1	0.218214487098157	1
R37	R37_2	0.912649243324995	0
R37	R37_3	1.36610281709582	0
R37	R37_4	0.964238880574703	0
R37	R37_5	2.47981368880719	1
R37	R37_6	0.211259471066296	0
R37	R37_7	0.272564545460045	0
R37	R37_8	1.72328135315329	1
R37	R37_9	0.489663070067763	0
R37	R37_10	1.49289710242301	0
R37	R37_11	0.317838049307466	0
R37	R37_12	1.67463798671961	1
R37	R37_13	0.958015799708664	0
R37	R37_14	0.661661152541637	1
R37	R37_15	2.29943280629814	1
R37	R37_16	0.17333200071007	0
R37	R37_17	1.15377769973129	0
R37	R37_18	2.43685677088797	1
R37	R37_19	1.05793793816119	0
R37	R37_20	2.30744767766446	0
R37	R37_21	0.337033301591873	0
R37	R37_22	0.869600824080408	1
R37	R37_23	1.36244574971497	0
R37	R37_24	0.27600501999259	1
R37	R37_25	2.13938020430505	1
R37	R37_26	1.11533922161907	0
R37	R37_27	2.47143057528883	0
R37	R37_28	1.24929790906608	0
R38	R38_1	2.37273029871285	1
R38	R38_2	0.75894666891545	1
R38	R38_3	2.1156545188278	1
R38	R38_4	0.445253837667406	0
R38	R38_5	1.91692089103162	1
R38	R38_6	1.17070375736803	0
R38	R38_7	2.39303626324981	1
R38	R38_8	1.62478014510125	1
R38	R38_9	0.49384236857295	0
R38	R38_10	1.07672664467245	1
R38	R38_11	2.45142406430095	0
R38	R38_12	0.45265374109149	1
R38	R38_13	2.23596444372088	0
R38	R38_14	0.572088370099664	0
R38	R38_15	1.58940897248685	1
R38	R38_16	2.00209838338196	0
R38	R38_17	1.86110928803682	1
R38	R38_18	1.90412881486118	1
R38	R38_19	1.35869526211172	1
R38	R38_20	1.61188389640301	0
R38	R38_21	1.1941053872928	1
R38	R38_22	0.709611592069268	1
R38	R38_23	0.237966384366155	0
R38	R38_24	1.14472767505795	1
R38	R38_25	1.95072395317256	1
R38	R38_26	0.409973070584238	0
R38	R38_27	2.46139903087169	1
R39	R39_1	0.921845208667219	0
R39	R39_2	0.772623586840928	1
R39	R39_3	1.86970747336745	1
R39	R39_4	1.6047265496105	1
R39	R39_5	1.62050009500235	1
R39	R39_6	0.618355578742921	1
R39	R39_7	2.27425847034901	1
R39	R39_8	1.50699025504291	1
R39	R39_9	0.504601261019707	1
R39	R39_10	1.73967446032912	1
R39	R39_11	0.373577590845525	0
R39	R39_12	1.36692409999669	1
R39	R39_13	2.35962304789573	0
R39	R39_14	0.457471465691924	1
R39	R39_15	1.51389165706933	1
R39	R39_16	2.20786347910762	1
R39	R39_17	0.527577295899391	1
R39	R39_18	1.23000051435083	1
R39	R39_19	0.439509638398886	0
R39	R39_20	0.338518272526562	1
R39	R39_21	0.796843490004539	1
R39	R39_22	0.689142396114767	1
R39	R39_23	1.83414237760007	1
R39	R39_24	1.38705892954022	1
R39	R39_25	0.817602814361453	1
R39	R39_26	0.579280984029174	0
R39	R39_27	2.28442495279014	0
R39	R39_28	0.179130891337991	0
R39	R39_29	1.53117862045765	1
R39	R39_30	0.462172021344304	1
R40	R40_1	0.780767901055515	1
R40	R40_2	0.547201764211059	1
R40	R40_3	0.590612111799419	0
R40	R40_4	0.656447241082788	1
R40	R40_5	1.07464441508055	1
R40	R40_6	2.18120682761073	1
R40	R40_7	0.761950289830565	1
R40	R40_8	1.90613080952317	1
R40	R40_9	0.917513888143003	0
R40	R40_10	2.40424800142646	1
R40	R40_11	1.60849823504686	1
R40	R40_12	2.12875167168677	1
R40	R40_13	0.393480703793466	1
R40	R40_14	1.43369759563357	0
R40	R40_15	1.96342192683369	1
R40	R40_16	0.722510496154428	1
R40	R40_17	1.29755288548768	1
R40	R40_18	1.50260019246489	1
R40	R40_19	1.2634072991088	1
R40	R40_20	1.56049565449357	1
R40	R40_21	0.15007183495909	0
R40	R40_22	1.01871962342411	1
R40	R40_23	1.01588778626174	1
R40	R40_24	0.261777510493994	1
R40	R40_25	0.794143363274634	1
R40	R40_26	1.93538297489285	1
R40	R40_27	2.02380342949182	1
R40	R40_28	0.589674991555512	1
R40	R40_29	2.30286417361349	1
R40	R40_30	0.345186563208699	0
R40	R40_31	2.23812304195017	1
R40	R40_32	1.3322349505499	0
R40	R40_33	0.41867622807622	0
R40	R40_34	0.911157564073801	0
